PassengerId,Pclass,Surname,Title,Sex,Age,SibSp,Parch,TicketId,TicketNr,Fare,CabinCount,CabinDeck,CabinNr,Embarked
1236,3,van Billiard,Master,male,?,1,1,A/5.,851,14.5,?,?,?,S
1237,3,Abelseth,Miss,female,16,0,0,?,348125,7.65,?,?,?,S
1238,2,Botsford,Mr,male,26,0,0,?,237670,13,?,?,?,S
1239,3,Whabee,Mrs,female,38,0,0,?,2688,7.2292,?,?,?,C
1240,2,Giles,Mr,male,24,0,0,?,248726,13.5,?,?,?,S
1241,2,Walcroft,Miss,female,31,0,0,F.C.C.,13528,21,?,?,?,S
1242,1,Greenfield,Mrs,female,45,0,1,PC,17759,63.3583,2,D,12,C
1243,2,Stokes,Mr,male,25,0,0,F.C.C.,13540,10.5,?,?,?,S
1244,2,Dibden,Mr,male,18,0,0,S.O.C.,14879,73.5,?,?,?,S
1245,2,Herman,Mr,male,49,1,2,?,220845,65,?,?,?,S
1246,3,Dean,Miss,female,0.17,1,2,C.A.,2315,20.575,?,?,?,S
1247,1,Julian,Mr,male,50,0,0,?,113044,26,1,E,60,S
1248,1,Brown,Mrs,female,59,2,0,?,11769,51.4792,1,C,101,S
1249,3,Lockyer,Mr,male,?,0,0,?,1222,7.8792,?,?,?,S
1250,3,OKeefe,Mr,male,?,0,0,?,368402,7.75,?,?,?,Q
1251,3,Lindell,Mrs,female,30,1,0,?,349910,15.55,?,?,?,S
1252,3,Sage,Master,male,14.5,8,2,CA.,2343,69.55,?,?,?,S
1253,2,Mallet,Mrs,female,24,1,1,S.C./PARIS,2079,37.0042,?,?,?,C
1254,2,Ware,Mrs,female,31,0,0,CA,31352,21,?,?,?,S
1255,3,Strilic,Mr,male,27,0,0,?,315083,8.6625,?,?,?,S
1256,1,Harder,Mrs,female,25,1,0,?,11765,55.4417,1,E,50,C
1257,3,Sage,Mrs,female,?,1,9,CA.,2343,69.55,?,?,?,S
1258,3,Caram,Mr,male,?,1,0,?,2689,14.4583,?,?,?,C
1259,3,Riihivouri,Miss,female,22,0,0,?,3101295,39.6875,?,?,?,S
1260,1,Gibson,Mrs,female,45,0,1,?,112378,59.4,?,?,?,C
1261,2,Pallas y Castello,Mr,male,29,0,0,SC/PARIS,2147,13.8583,?,?,?,C
1262,2,Giles,Mr,male,21,1,0,?,28133,11.5,?,?,?,S
1263,1,Wilson,Miss,female,31,0,0,?,16966,134.5,2,E,41,C
1264,1,Ismay,Mr,male,49,0,0,?,112058,0,3,B,56,S
1265,2,Harbeck,Mr,male,44,0,0,?,248746,13,?,?,?,S
1266,1,Dodge,Mrs,female,54,1,1,?,33638,81.8583,1,A,34,S
1267,1,Bowen,Miss,female,45,0,0,PC,17608,262.375,?,?,?,C
1268,3,Kink,Miss,female,22,2,0,?,315152,8.6625,?,?,?,S
1269,2,Cotterill,Mr,male,21,0,0,?,29107,11.5,?,?,?,S
1270,1,Hipkins,Mr,male,55,0,0,?,680,50,1,C,39,S
1271,3,Asplund,Master,male,5,4,2,?,347077,31.3875,?,?,?,S
1272,3,OConnor,Mr,male,?,0,0,?,366713,7.75,?,?,?,Q
1273,3,Foley,Mr,male,26,0,0,?,330910,7.8792,?,?,?,Q
1274,3,Risien,Mrs,female,?,0,0,?,364498,14.5,?,?,?,S
1275,3,McNamee,Mrs,female,19,1,0,?,376566,16.1,?,?,?,S
1276,2,Wheeler,Mr,male,?,0,0,SC/PARIS,2159,12.875,?,?,?,S
1277,2,Herman,Miss,female,24,1,2,?,220845,65,?,?,?,S
1278,3,Aronsson,Mr,male,24,0,0,?,349911,7.775,?,?,?,S
1279,2,Ashby,Mr,male,57,0,0,?,244346,13,?,?,?,S
1280,3,Canavan,Mr,male,21,0,0,?,364858,7.75,?,?,?,Q
1281,3,Palsson,Master,male,6,3,1,?,349909,21.075,?,?,?,S
1282,1,Payne,Mr,male,23,0,0,?,12749,93.5,1,B,24,S
1283,1,Lines,Mrs,female,51,0,1,PC,17592,39.4,1,D,28,S
1284,3,Abbott,Master,male,13,0,2,C.A.,2673,20.25,?,?,?,S
1285,2,Gilbert,Mr,male,47,0,0,C.A.,30769,10.5,?,?,?,S
1286,3,Kink-Heilmann,Mr,male,29,3,1,?,315153,22.025,?,?,?,S
1287,1,Smith,Mrs,female,18,1,0,?,13695,60,1,C,31,S
1288,3,Colbert,Mr,male,24,0,0,?,371109,7.25,?,?,?,Q
1289,1,Frolicher-Stehli,Mrs,female,48,1,1,?,13567,79.2,1,B,41,C
1290,3,Larsson-Rondberg,Mr,male,22,0,0,?,347065,7.775,?,?,?,S
1291,3,Conlon,Mr,male,31,0,0,?,21332,7.7333,?,?,?,Q
1292,1,Bonnell,Miss,female,30,0,0,?,36928,164.8667,1,C,7,S
1293,2,Gale,Mr,male,38,1,0,?,28664,21,?,?,?,S
1294,1,Gibson,Miss,female,22,0,1,?,112378,59.4,?,?,?,C
1295,1,Carrau,Mr,male,17,0,0,?,113059,47.1,?,?,?,S
1296,1,Frauenthal,Mr,male,43,1,0,?,17765,27.7208,1,D,40,C
1297,2,Nourney,Mr,male,20,0,0,SC/PARIS,2166,13.8625,1,D,38,C
1298,2,Ware,Mr,male,23,1,0,?,28666,10.5,?,?,?,S
1299,1,Widener,Mr,male,50,1,1,?,113503,211.5,1,C,80,C
1300,3,Riordan,Miss,female,?,0,0,?,334915,7.7208,?,?,?,Q
1301,3,Peacock,Miss,female,3,1,1,SOTON/O.Q.,3101315,13.775,?,?,?,S
1302,3,Naughton,Miss,female,?,0,0,?,365237,7.75,?,?,?,Q
1303,1,Minahan,Mrs,female,37,1,0,?,19928,90,1,C,78,Q
1304,3,Henriksson,Miss,female,28,0,0,?,347086,7.775,?,?,?,S
1305,3,Spector,Mr,male,?,0,0,A.5.,3236,8.05,?,?,?,S
1306,1,Oliva y Ocana,Dona,female,39,0,0,PC,17758,108.9,1,C,105,C
1307,3,Saether,Mr,male,38.5,0,0,SOTON/O.Q.,3101262,7.25,?,?,?,S
1308,3,Ware,Mr,male,?,0,0,?,359309,8.05,?,?,?,S
1309,3,Peter,Master,male,?,1,1,?,2668,22.3583,?,?,?,C
